id,popularity,budget,revenue,original_title,release_year,vote_count,vote_average,production company
41439,1.134397,20000000,136150434,Saw 3D,2010,397,5.8,Lionsgate
38575,1.125831,40000000,357852395,The Karate Kid,2010,1019,6.1,Columbia Pictures
41733,1.119731,65000000,211780824,Due Date,2010,1015,6.2,Legendary Pictures
44147,1.111487,8000000,3453043,Wild Target,2010,101,6.1,Matador Pictures
26389,1.107689,52000000,52615806,From Paris with Love,2010,432,6.1,Apipoulaï
11439,1.107358,45000000,60222298,The Ghost Writer,2010,357,6.5,Studio Babelsberg
43923,1.084894,8000000,6491240,It's Kind of a Funny Story,2010,364,6.9,Focus Features
43539,1.078211,30000000,51148651,The Next Three Days,2010,570,6.8,Lionsgate
23437,1.074308,35000000,115664037,A Nightmare on Elm Street,2010,423,5.5,New Line Cinema
34813,1.065023,25000000,23580000,The Losers,2010,298,6.2,DC Comics
45317,1.054685,25000000,9190869,The Fighter,2010,965,7.1,Paramount Pictures
32823,1.047978,40000000,90029656,Get Him to the Greek,2010,359,5.9,Universal Pictures
46838,1.046994,0,0,Tucker and Dale vs Evil,2010,457,7.2,Eden Rock Media
20533,1.023117,47000000,10539000,Jonah Hex,2010,252,4.4,Warner Bros.
42949,1.010874,65000000,0,Arthur 3: la guerre des deux mondes,2010,185,5.3,Apipoulaï
33473,1.009826,0,0,Stomp the Yard 2: Homecoming,2010,19,5.4,Sony Pictures
26022,1.0087959999999998,22000000,0,My Name Is Khan,2010,140,7.6,Fox Searchlight Pictures
40264,1.004446,20000000,80547866,Vampires Suck,2010,177,4.3,20th Century Fox
44639,1.003782,2000000,7871522,Inside Job,2010,171,7.6,Sony Pictures Classics
37821,0.997641,75000000,98159963,Killers,2010,530,5.7,Katalyst Films
22894,0.992107,26000000,67918658,Legion,2010,376,5.0,Bold Films
44982,0.988366,0,3317662,13,2010,135,5.9,Oceana Media Finance
37786,0.984762,100000000,288347692,Sex and the City 2,2010,275,5.5,New Line Cinema
38303,0.982925,20000000,32005248,You Again,2010,213,6.0,Oops Doughnuts Productions
35019,0.981468,35000000,93246388,Nanny McPhee and the Big Bang,2010,228,6.0,Universal Pictures
23048,0.944055,36000000,64572262,Hot Tub Time Machine,2010,550,5.9,United Artists
43549,0.932529,21800000,0,The Experiment,2010,143,6.6,Tax Credit Finance
41402,0.919635,20000000,24145613,Let Me In,2010,353,6.6,Hammer Film Productions
43949,0.918093,14000000,1755212,Flipped,2010,259,7.2,Castle Rock Entertainment
41216,0.914278,80000000,140073390,Legend of the Guardians: The Owls of Ga'Hoole,2010,471,6.5,Village Roadshow Pictures
22907,0.912689,32000000,69055695,Takers,2010,248,6.1,Rainforest Films
42297,0.912122,55000000,89519773,Burlesque,2010,341,6.8,Bedford Falls Productions
44129,0.8923559999999999,15000000,4882577,The Company Men,2010,133,6.4,Spring Creek Productions
38073,0.8785290000000001,32000000,42045846,Going the Distance,2010,172,6.0,New Line Cinema
41283,0.878074,24000000,23081726,Faster,2010,360,6.2,Castle Rock Entertainment
41411,0.876654,20000000,0,La Rafle,2010,182,7.3,Gaumont
41436,0.875432,3000000,177512032,Paranormal Activity 2,2010,421,5.7,Paramount Pictures
42188,0.856916,15000000,9455232,Never Let Me Go,2010,414,6.7,Fox Searchlight Pictures
40662,0.8568370000000001,0,6629178,Batman: Under the Red Hood,2010,272,7.6,DC Comics
27579,0.8562219999999999,20000000,65464324,The American,2010,290,5.6,This Is That Productions
50393,0.84783,0,0,Kung Fu Panda Holiday,2010,28,6.7,DreamWorks Animation
23742,0.8391069999999999,30000000,55583804,Cop Out,2010,310,5.5,Warner Bros.
101669,0.8370639999999999,11000000,0,Mother's Day,2010,51,6.2,Troma Entertainment
43933,0.827664,500000,4242978,Monsters,2010,328,6.3,Vertigo Entertainment
59468,0.826116,0,4430765,The Way,2010,93,7.2,Elixir Films
38408,0.82289,38000000,105610124,Life as We Know It,2010,516,6.5,Josephson Entertainment
23759,0.804348,12000000,6814789,Centurion,2010,198,5.7,Pathé Pictures International
55347,0.802711,3200000,5332926,Beginners,2010,204,6.8,Olympus Pictures
54553,0.79882,0,0,Minions: Home Makeover,2010,54,7.1,Universal Pictures
41505,0.7948850000000001,22000000,851517,Shelter,2010,112,5.5,NALA Films
44113,0.791799,22000000,9479718,Stone,2010,97,4.9,Stone Productions
33217,0.789582,15000000,75700498,Diary of a Wimpy Kid,2010,190,5.8,Color Force
43947,0.788144,2000000,572809,I Spit on Your Grave,2010,269,6.2,Anchor Bay Films
43593,0.78688,24000000,83188165,Piranha 3D,2010,306,5.2,The Weinstein Company
38357,0.7784399999999999,40000000,58785180,Morning Glory,2010,246,6.1,Bad Robot
45094,0.773316,12500000,6732980,Conviction,2010,87,7.0,Oceana Media Finance
49852,0.764791,90000000,16178959,The Nutcracker: The Untold Story,2010,28,5.8,Vnesheconombank
38358,0.761889,1800000,67738090,The Last Exorcism,2010,179,5.4,Strike Entertainment
23023,0.756229,48000000,112462508,Tooth Fairy,2010,282,5.2,Dune Entertainment
39285,0.754526,0,0,Beauty & the Briefcase,2010,90,5.1,Belladonna Productions
38363,0.7541680000000001,22000000,24188922,Fair Game,2010,129,6.4,River Road Entertainment
45657,0.745434,10000000,498974,The Ward,2010,166,5.9,North by Northwest Entertainment
30675,0.744585,0,7000000,Planet Hulk,2010,59,6.6,Marvel Animation
26388,0.740867,1987650,19152480,Buried,2010,458,6.5,Studio 37
38778,0.73988,69000000,86387857,Dinner for Schmucks,2010,324,5.4,Paramount Pictures
13477,0.733947,0,36699403,When in Rome,2010,249,5.7,Krasnoff Foster Productions
46541,0.6986939999999999,13000000,0,Game of Death,2010,25,4.6,Voltage Pictures
52338,0.6936640000000001,0,0,Waiting for Forever,2010,81,5.8,Catfish Productions
39781,0.68633,4000000,34705850,The Kids Are All Right,2010,280,6.4,Mandalay Vision
48844,0.674413,0,0,The Search for Santa Paws,2010,18,5.7,Walt Disney Studios Home Entertainment
42684,0.671484,10000000,66821036,Skyline,2010,304,4.7,Rogue Pictures
48289,0.670027,20000000,45636368,The Debt,2010,147,6.1,Miramax Films
49953,0.6691060000000001,0,0,Sammy's avonturen: De geheime doorgang,2010,91,5.8,Motion Investment Group
44718,0.661465,7500000,0,Get Low,2010,41,5.9,K5 International
38199,0.659899,15000000,0,Unthinkable,2010,237,6.5,Sidney Kimmel Entertainment
39013,0.659749,2000000,13831503,Winter's Bone,2010,289,6.7,Anonymous Content
31900,0.658786,0,0,Gainsbourg (vie héroïque),2010,57,6.9,France 2 Cinéma
27004,0.6559550000000001,7000000,46488,Ca$h,2010,33,5.8,Immortal Thoughts
39691,0.655878,85000000,112483764,Cats & Dogs 2 : The Revenge of Kitty Galore,2010,60,5.0,Village Roadshow Pictures
44244,0.6538,0,0,Camp Rock 2: The Final Jam,2010,185,5.5,Walt Disney Television
37931,0.6492899999999999,10000000,6110000,MacGruber,2010,95,5.2,Relativity Media
38843,0.648081,0,0,Ramona and Beezus,2010,158,6.2,Dune Entertainment
7978,0.642475,150000000,0,The Wolfman,2010,299,5.4,Universal Pictures
27583,0.642315,0,6153967,Greenberg,2010,72,5.9,Scott Rudin Productions
42888,0.640576,120000000,48668907,How Do You Know,2010,136,4.9,Columbia Pictures
16290,0.640516,20000000,0,Jackass 3D,2010,302,6.5,MTV Films
54551,0.6350899999999999,0,0,Minions: Banana,2010,113,7.2,Universal Pictures
50479,0.6316649999999999,0,0,Avalon High,2010,89,5.7,Disney Channel
58496,0.629432,0,8212430,Senna,2010,178,8.0,Universal Pictures
52208,0.62808,0,0,Nude Nuns With Big Guns,2010,22,3.6,Freak Show Entertainment
45649,0.619772,500000,98017,Rubber,2010,140,5.6,Canal+
66193,0.6195510000000001,0,3826,Sinners and Saints,2010,16,5.3,Noir Blanc Films
23172,0.618078,28000000,45236543,The Spy Next Door,2010,210,5.4,Robert Simonds Productions
34016,0.61643,20000000,49779728,She's Out of My League,2010,318,5.9,DreamWorks SKG
41215,0.611978,0,265318,Black Death,2010,107,5.6,Ecosse Films
46503,0.608691,0,0,All Good Things,2010,192,5.9,The Weinstein Company
53172,0.602854,12000000,204940,Henry's Crime,2010,49,5.8,Company Films
37414,0.602017,13000000,0,The Killer Inside Me,2010,88,6.1,Revolution Films
48838,0.599676,25000000,4644108,London Boulevard,2010,151,5.5,GK Films
44603,0.598275,50000000,105197635,Hereafter,2010,279,5.5,Amblin Entertainment
51250,0.598083,10000000,0,Gun,2010,20,5.1,Cheetah Vision
43931,0.597254,25000000,19829957,My Soul to Take,2010,75,5.2,Relativity Media
42194,0.59643,30000000,967000,TEKKEN,2010,110,5.0,Namco
42194,0.59643,30000000,967000,TEKKEN,2010,110,5.0,Namco
42194,0.59643,30000000,967000,TEKKEN,2010,110,5.0,Namco
42194,0.59643,30000000,967000,TEKKEN,2010,110,5.0,Namco
60309,0.591206,25000000,15478800,The Conspirator,2010,78,5.9,Wildwood Enterprises
35153,0.5833020000000001,4500000,0,The Heavy,2010,10,4.8,Heavy Productions
34803,0.579188,21000000,49050886,Death at a Funeral,2010,134,5.7,Parabolic Pictures
46441,0.576838,0,0,Mirrors 2,2010,66,5.4,Fox 2000 Pictures
44835,0.564203,7000000,382946,Hesher,2010,104,6.2,DRO Entertainment
44629,0.5540609999999999,5000000,1000000,Animal Kingdom,2010,117,6.7,Porchlight Films
38579,0.5520649999999999,50000000,83761844,Marmaduke,2010,75,4.9,Twentieth Century Fox Film Corporation
59490,0.550709,0,6467348,Cave of Forgotten Dreams,2010,32,7.1,creative differences
43943,0.548639,0,538000,Jack Goes Boating,2010,22,6.0,Cooper's Town Productions
45569,0.545277,0,0,Red Hill,2010,23,6.1,Wildheart Films
44363,0.538392,0,3065860,Frozen,2010,322,5.8,ArieScope Pictures
33909,0.535535,70000000,134748021,Wall Street: Money Never Sleeps,2010,325,5.8,Twentieth Century Fox Film Corporation
65760,0.534678,0,0,The Whistleblower,2010,75,6.7,First Generation Films
47626,0.534572,0,0,Legend of the BoneKnapper Dragon,2010,42,6.5,DreamWorks Animation
40247,0.534468,3000000,0,Please Give,2010,24,5.6,Sony Pictures Classics
43434,0.534192,18000000,871279,Carlos,2010,35,6.2,Egoli Tossell Film AG
38407,0.532098,50000000,0,Shanghai,2010,28,6.0,Living Films
60011,0.528989,0,0,The Bang Bang Club,2010,33,6.7,Film Foundry Partners
50838,0.524061,0,8020,Wrecked,2010,54,5.3,Téléfilm Canada
47518,0.523187,8500000,0,The Tortured,2010,22,5.6,Twisted Pictures
35690,0.518174,0,0,The Last Song,2010,529,6.8,Touchstone Pictures
74997,0.516644,0,0,The Human Centipede 2 (Full Sequence),2010,159,4.7,Six Entertainment
44009,0.514465,8000000,18124262,Another Year,2010,46,6.7,Film4
44874,0.514385,0,0,Barbie: A Fashion Fairytale,2010,31,6.5,Mattel
45658,0.513857,5000000,2614773,Everything Must Go,2010,111,5.8,Birdsong Pictures
33555,0.513524,0,0,Sherlock Holmes,2010,35,5.5,The Asylum
29427,0.512957,20000000,54956140,The Crazies,2010,320,6.1,Penn Station Entertainment
48946,0.51097,0,0,Chatroom,2010,65,5.9,Ruby Films
41180,0.507471,0,0,The Client List,2010,25,5.2,Sony Pictures Television
51200,0.507092,10000,0,포화 속으로,2010,21,6.9,Taewon Entertainment
27585,0.4986350000000001,5000000,5129058,Rabbit Hole,2010,73,6.6,Olympus Pictures
39210,0.49843,8000000,0,Somewhere,2010,120,6.2,American Zoetrope
12819,0.495162,20000000,39300000,Alpha and Omega,2010,84,5.5,Lions Gate Family Entertainment
38031,0.493121,22000000,0,You Will Meet a Tall Dark Stranger,2010,131,5.8,Antena 3 Films
36950,0.493069,0,0,You Don't Know Jack,2010,49,6.7,Bee Holder Productions
47533,0.490141,0,0,Scooby-Doo! Curse of the Lake Monster,2010,31,5.0,Warner Bros. Pictures
51170,0.484243,0,0,Open Season 3,2010,64,5.3,Sony Pictures Animation
43920,0.478118,0,430041,Dog Pound,2010,53,7.7,Angoa-Agicoa
40205,0.47421,0,0,16 Wishes,2010,162,5.4,Disney Channel
35558,0.473513,0,0,StarStruck,2010,112,6.0,Disney Channel
41135,0.4705220000000001,0,0,Operation: Endgame,2010,33,5.4,Infinity Films
41515,0.470249,80000000,201584141,Yogi Bear,2010,146,5.1,De Line Pictures
37932,0.460457,0,0,Flicka 2,2010,13,6.0,20th Century Fox Film Corporation
35217,0.460154,0,0,Friendship!,2010,33,7.0,Mr. Brown Entertainment Filmproduction GmbH (Potsdam)
41592,0.455662,5773100,18144030,StreetDance 3D,2010,54,5.8,BBC Films
48466,0.449761,0,0,Scared Shrekless,2010,49,6.4,DreamWorks Animation
38570,0.448095,0,0,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,17,3.2,Silver Nitrate Films
38093,0.44737,0,21520719,Just Wright,2010,70,6.0,Fox Searchlight Pictures
45162,0.444944,3500000,0,Superman/Batman: Apocalypse,2010,95,7.0,DC Comics
45132,0.443893,2500000,324138,Super,2010,211,6.6,This Is That Productions
44638,0.443807,20000000,346594,The Tempest,2010,16,6.1,Miramax Films
41179,0.443437,0,0,Pièce Montée,2010,10,5.4,2.4.7. Films
45013,0.442823,5800000,0,Burning Palms,2010,11,5.5,Films In Motion
48392,0.442301,4466000,0,Sound of Noise,2010,29,7.2,Film i Väst
51736,0.426522,0,0,Bloomington,2010,23,6.1,Frontier Studios
59457,0.4241970000000001,3100000,0,Womb,2010,40,5.6,Razor Film Produktion GmbH
51256,0.423663,0,0,Donkey's Christmas Shrektacular,2010,14,5.1,DreamWorks Animation
46198,0.423512,1400000,0,My Girlfriend's Boyfriend,2010,31,6.0,fiftyfilms
45745,0.6096689999999999,550000,0,Sintel,2010,51,7.6,Blender Foundation
12685,0.417035,10000000,0,BloodRayne: The Third Reich,2010,38,3.6,Boll Kino Beteiligungs GmbH & Co. KG
50337,0.416714,0,0,Firebreather,2010,19,6.0,Cartoon Network Studios
38626,0.410128,0,0,Going Postal,2010,36,6.5,The Mob Film Company
43641,0.23283,0,0,Superman/Shazam!: The Return of Black Adam,2010,46,7.0,DC Comics
44918,0.407787,0,0,Titanic II,2010,32,2.7,The Global Asylum
45272,0.406941,15000000,20529194,Country Strong,2010,49,5.9,Maguire Entertainment
47386,0.401176,500000,0,YellowBrickRoad,2010,22,5.0,Points North Film
30061,0.400305,0,0,Justice League: Crisis on Two Earths,2010,79,7.1,DC Comics
39452,0.397548,0,4790751,Exit Through the Gift Shop,2010,200,7.7,Paranoid Pictures
46934,0.39567,0,850994,Mr. Nice,2010,33,6.2,Kanzaman
73211,0.393778,10000000,0,Kongen av Bastøy,2010,32,6.6,MACT Productions
43930,0.393626,27000000,16504936,"Tomorrow, When the War Began",2010,112,6.5,Omnilab Media
45756,0.390858,0,0,Sint,2010,25,4.7,Parachute Pictures
129269,0.389123,0,0,Into the Universe with Stephen Hawking,2010,15,7.0,Discovery Channel Productions
33107,0.385303,0,0,And Soon the Darkness,2010,54,5.1,StudioCanal
41382,0.379104,0,0,Lottery Ticket,2010,30,5.8,Cube Vision
367186,0.082894,0,0,The Pillars of the Earth,2010,22,7.3,Scott Free Productions
27569,0.375979,31000000,15134293,Extraordinary Measures,2010,44,5.8,Double Feature Films
278427,0.374797,0,0,Family Guy Presents: It's a Trap!,2010,89,7.0,20th Century Fox Television
44040,0.368927,10000000,33583175,Devil,2010,433,5.6,Universal Pictures
46837,0.368374,0,539957,Kaboom,2010,68,5.3,Wild Bunch
31007,0.364652,0,42145,Welcome to the Rileys,2010,80,6.3,Destination Films
80188,0.361861,0,0,Boy Wonder,2010,26,5.8,Boy Wonder Films
44716,0.359688,15000000,0,Hævnen,2010,60,7.1,Zentropa Entertainments
60695,0.359543,0,0,Sundays at Tiffany's,2010,16,6.0,Dan Wigutow Productions
40619,0.356462,0,0,Day & Night,2010,179,7.6,Pixar Animation Studios
39053,0.348945,7000000,0,Cyrus,2010,75,6.1,Scott Free Productions
29564,0.346981,8000000,0,Smokin' Aces 2: Assassins' Ball,2010,53,5.4,Capital Arts Entertainment
58446,0.346631,0,0,Daydream Nation,2010,35,5.7,Lila 9th Productions
71622,0.345663,0,0,Atrocious,2010,24,4.8,Nabu Films
64956,0.34123,0,0,Inception: The Cobol Job,2010,177,7.3,Warner Bros. Pictures
89704,0.340855,0,338987,Happy People: A Year in the Taiga,2010,22,7.1,Studio Babelsberg
34563,0.312595,14000000,21409028,Our Family Wedding,2010,26,5.9,Fox Searchlight Pictures
50090,0.146543,0,0,의형제,2010,10,6.3,Showbox
52010,0.335013,0,0,"Ultramarines: A Warhammer 40,000 Movie",2010,15,5.5,Good Story Productions
48495,0.334115,104002432,0,Double Wedding,2010,12,5.3,Jaffe / Braunstein Enterprise
31261,0.332904,100000,1000000,Halo Legends,2010,19,7.2,Microsoft
34751,0.331978,0,0,Free Willy: Escape From Pirate's Cove,2010,22,5.1,Warner Bros.
46829,0.328667,30000000,8454301,Barney's Version,2010,70,6.9,Serendipity Point Films
55061,0.32716,0,693181,Frankie & Alice,2010,14,5.7,Access Motion Pictures
12201,0.3261,80000000,74901339,Edge of Darkness,2010,276,6.0,Icon Productions
44678,0.321863,0,0,Altitude,2010,36,4.8,Darclight Films
49787,0.321694,0,0,The Reef,2010,59,5.3,Lightning Entertainment
57749,0.326168,0,0,The Clinic,2010,25,5.1,Accelerator Films
31035,0.319013,0,0,En ganske snill mann,2010,14,6.3,Paradox Produksjon
44877,0.318587,4600000,1163967,4.3.2.1,2010,37,5.9,Unstoppable Entertainment
70695,0.315527,4000000,55125,Dirty Girl,2010,36,6.2,iDeal Partners Film Fund
51409,0.312322,0,0,The Tree,2010,23,6.7,Kojo Pictures
54559,0.308417,0,0,Minions: Orientation Day,2010,79,7.0,Universal Pictures
42296,0.346071,30000,3045943,Catfish,2010,125,6.4,Hit the Ground Running Films
35169,0.302377,35000000,39340177,Furry Vengeance,2010,75,4.7,Summit Entertainment
45324,0.301054,12500000,1083683,Casino Jack,2010,43,6.0,An Olive Branch Productions
37737,0.300283,0,0,Kites,2010,30,5.8,Bollywood Hollywood Production
32206,0.297737,2500000,0,Quantum Apocalypse,2010,11,3.3,Bullet Films
43919,0.29666,2500000,52604,Hatchet II,2010,42,5.1,ArieScope Pictures
47559,0.287095,0,0,The First Grader,2010,16,5.5,Original Pictures
189197,0.7570819999999999,120000000,0,The Pacific,2010,183,7.8,Playtone
44263,0.289545,0,0,Chun sing gai bei,2010,11,5.0,Enlight Pictures
44037,0.289469,2500000,0,Lake Placid 3,2010,16,3.3,Stage 6 Films
70588,0.289022,0,0,The Myth of the American Sleepover,2010,18,6.3,Roman Spring Pictures
49350,0.286433,0,0,Harriet the Spy: Blog Wars,2010,25,4.1,Disney Channel
43935,0.283241,20000000,4634062,Dylan Dog: Dead of Night,2010,69,4.9,Hyde Park Films
48832,0.281852,0,0,Scott Pilgrim vs. the Animation,2010,19,7.7,Titmouse
63561,0.279938,0,0,Ben Hur,2010,14,6.4,Akkord Film Produktion GmbH
42307,0.278689,0,0,Road Train,2010,14,3.2,Screen Australia
70076,0.278268,0,0,Lying to Be Perfect,2010,23,5.8,Front Street Pictures
47407,0.494214,500000,0,Milf,2010,11,3.9,The Asylum
38568,0.275607,30000,617000,Howl,2010,45,6.8,RabbitBandini Productions
43942,0.27519,3000000,103735,Freakonomics,2010,25,6.7,Chad Troutwine Films
47607,0.271442,65000,0,Tiny Furniture,2010,29,5.8,Tiny Ponies
56601,0.271381,12500000,3878993,The Perfect Game,2010,12,5.7,HighRoad Entertainment
47218,0.269283,0,215576,Happythankyoumoreplease,2010,51,6.4,Paper Street Films
55692,0.26795,0,0,Scrat's Continental Crack-Up,2010,20,7.1,Blue Sky Studios
36515,0.265649,2500000,0,The Prince & Me 4: The Elephant Adventure,2010,14,5.8,Swingin' Productions
43263,0.284327,0,0,Jesse Stone: No Remorse,2010,10,5.9,Brandman Productions
55215,0.260669,2500000,0,Dead Space: Aftermath,2010,19,5.7,Film Roman Productions
60575,0.259649,0,0,Prowl,2010,17,4.2,After Dark Films
52015,0.2596,650000,33245,Stake Land,2010,143,6.2,Glass Eye Pix
41988,0.257311,0,0,DC Showcase: Jonah Hex,2010,11,6.0,DC Comics
69270,0.256392,13000000,0,Super Hybrid,2010,14,3.5,TADORA Filmproduktions
41827,0.162356,0,0,Red White & Blue,2010,13,5.7,Fidelity Films
39312,0.187905,0,1422910,Restrepo,2010,78,7.1,Outpost Productions
46528,0.25054,425000000,11087569,The Warrior's Way,2010,74,6.4,Boram Entertainment Inc.
44992,0.377897,0,0,Hubble 3D,2010,31,6.5,Warner Bros.
50204,0.246578,10000000,4349187,Burke & Hare,2010,75,6.0,Ealing Studios
43642,0.245627,0,0,Abandoned,2010,23,4.8,Renegade Pictures
59437,0.245438,0,63931,Beautiful Boy,2010,13,5.9,First Point Entertainment
32916,0.244947,0,0,Scooby-Doo! Abracadabra-Doo,2010,12,6.4,Warner Bros. Animation
45662,0.2448,0,0,Space Chimps 2: Zartog Strikes Back,2010,17,5.0,Wonderworld Studios
46812,0.243848,4400000,0,Lost Boys: The Thirst,2010,26,5.3,ApolloMovie Beteiligungs
56272,0.559371,0,10,Elektra Luxx,2010,23,4.2,Gato Negro Films
32612,0.241802,0,0,The Traveler,2010,10,6.0,Hollywood Media Bridge
12645,0.241541,10000000,55089,Inhale,2010,21,5.9,26 Films
37495,0.240403,967686,4270000,Four Lions,2010,262,7.0,Film4
39681,0.237797,0,0,Les 7 jours du talion,2010,23,6.3,Go Films
43418,0.280412,7347125,0,Beneath Hill 60,2010,28,7.6,New South Wales Film & Television Office
50053,0.234574,0,0,2010: Moby Dick,2010,17,2.5,"Asylum, The"
62728,0.408233,0,0,Brighton Rock,2010,22,5.4,BBC Films
63727,0.229124,0,0,Exorcismus,2010,24,5.5,Filmax
36801,0.228405,0,0,Cemetery Junction,2010,42,6.8,Columbia Pictures
30587,0.228045,0,0,Aziz Ansari: Intimate Moments for a Sensual Evening,2010,14,6.4,Comedy Central
51859,0.227437,0,0,Gekijouban Trigun: Badlands Rumble,2010,15,7.7,FUNimation Entertainment
42918,0.227258,0,178174,Winnebago Man,2010,13,6.0,Field Guide Media
25891,0.339125,0,0,ExTerminators,2010,17,5.2,UTV Motion Pictures
55785,0.224505,0,0,NEDs,2010,24,6.5,StudioUrania
57419,0.222257,0,0,"Montevideo, Bog te video!",2010,11,7.3,Intermedia Network
44991,0.219619,2000000,0,The Four-Faced Liar,2010,10,5.2,OneZero Productions
43939,0.218552,0,0,I'm Still Here,2010,49,6.2,They Are Going To Kill Us Productions
59435,0.218279,0,1279,An Invisible Sign,2010,26,4.9,Silverwood Films
35221,0.216759,0,0,Father of Invention,2010,23,4.9,Horizon Pictures
46689,0.216503,1500000,187716,Waste Land,2010,23,7.8,O2 Filmes
47088,0.214381,7000000,453079,The Extra Man,2010,18,5.9,Wild Bunch
34583,0.212376,0,0,The Final,2010,37,6.2,Agora Entertainment
52454,0.211508,0,0,Mega Shark vs. Crocosaurus,2010,15,2.4,The Asylum
46789,0.201591,0,0,Submarino,2010,25,7.0,Nimbus Film Productions
62878,0.210425,0,0,Riverworld,2010,10,3.7,Reunion Pictures
41556,0.385851,4500000,123820,The Romantics,2010,46,4.8,10th Hole Productions
34335,0.210231,2000000,0,Nine Dead,2010,43,5.2,Hartbreak Films
41584,0.208862,0,0,Wonders of the Solar System,2010,10,5.1,British Broadcasting Corporation (BBC)
71700,0.20523,0,0,Repeaters,2010,26,5.2,Rampart Films
57018,0.204591,0,0,Captifs,2010,16,5.5,BAC Films
45556,0.201727,5000000,0,Arctic Blast,2010,24,4.4,F G Film Productions
45752,0.200531,0,0,Scooby-Doo! Camp Scare,2010,11,6.9,Warner Home Video
46713,0.200241,2300000,0,Hunt to Kill,2010,18,5.1,NGN Productions
44160,0.286429,0,0,Bal,2010,15,5.8,Filmstiftung Nordrhein-Westfalen
44944,0.196975,0,37000000,For Colored Girls,2010,14,7.3,Lions Gate Films
40080,0.196856,0,0,The Cutting Edge: Fire & Ice,2010,14,5.4,MGM Television
74518,0.195641,0,0,Territories,2010,13,5.9,Capture The Flag Films
70925,0.187445,0,0,Oranges and Sunshine,2010,15,6.0,Sixteen Films
39440,0.184116,0,0,Waiting for 'Superman',2010,26,6.9,Paramount Pictures
63578,0.182077,0,951179,The Trip,2010,61,7.1,Revolution Films
54700,0.217305,0,0,The Presence,2010,13,4.3,Flatland Pictures
45368,0.180345,0,0,Comme les 5 doigts de la main,2010,21,5.8,Alexandre Films
47763,0.178957,0,0,The Shrine,2010,24,5.5,Brookstreet Pictures
53459,0.260805,1300000,0,F,2010,12,5.5,Gatlin Pictures
33602,0.175217,0,0,Temple Grandin,2010,48,7.5,Ruby Films
352812,0.172275,0,0,Tick Tock Tale,2010,13,8.3,Walt Disney
57120,0.170821,0,876302,Meek's Cutoff,2010,39,6.3,Film Science
55246,0.168177,0,22270,Ceremony,2010,10,5.7,NALA Films
57627,0.167587,0,0,สิ่งเล็กเล็กที่เรียกว่า...รัก,2010,27,7.6,Sahamongkol Film International Co. Ltd.
41345,0.167247,0,0,Shank,2010,16,5.2,Gunslinger
52333,0.160701,0,0,Astral City: A Spiritual Journey,2010,12,6.5,Cinética Filmes e Produções
46138,0.526537,7200000,0,Made in Dagenham,2010,52,6.7,BBC Films
74471,0.15835,0,0,The Dead,2010,31,5.3,Indelible Productions
39522,0.157333,0,0,Mega Piranha,2010,26,2.8,The Global Asylum
40720,0.12869,0,0,Twelve,2010,56,5.9,Gaumont
31967,0.155075,0,0,Dante's Inferno: An Animated Epic,2010,40,6.0,Dong Woo Animation
38033,0.150336,0,0,Chain Letter,2010,15,3.8,Tiger Tail Entertainment
48243,0.148442,3167000,0,Essential Killing,2010,17,5.7,Skopia Film
54532,0.147222,0,0,Is It Just Me?,2010,11,6.3,TLA Releasing
66195,0.144892,0,14870,The Perfect Host,2010,47,5.8,Splendid Film
43922,0.140371,0,0,Legendary,2010,12,6.6,Samuel Goldwyn Films
35688,0.140251,20000000,60072596,Why Did I Get Married Too?,2010,21,6.0,Lions Gate Films
64108,0.136215,0,0,The Frankenstein Syndrome,2010,12,4.8,Ominous Productions
35791,0.131526,60000000,296221663,Resident Evil: Afterlife,2010,882,5.8,Impact Pictures
31196,0.131328,300000,0,Growth,2010,11,4.9,New Artists Alliance
38883,0.130016,0,0,Protéger et servir,2010,11,5.0,M6 Films
27584,0.126182,0,0,High School,2010,26,5.0,Donau Filmproduktion
50037,0.191889,1100000,0,Beyond the Black Rainbow,2010,30,5.3,Chromewood Productions
70862,0.123158,0,0,American Grindhouse,2010,10,6.0,Lux Digital Pictures
11761,0.120636,0,0,Peacock,2010,22,6.2,Lionsgate
44737,0.205329,0,0,Bébés,2010,36,7.2,Studio Canal
65056,0.067885,0,0,A Little Help,2010,13,5.2,Secret Handshake Entertainment
35691,0.107729,0,0,Letters to God,2010,24,6.7,Mercy Creek Entretainment
57011,0.107503,0,0,Alien vs. Ninja,2010,17,3.5,Nikkatsu
47177,0.137397,2400000,0,Devil's Playground,2010,13,4.8,Intandem Films
63498,0.104635,0,0,Chico & Rita,2010,31,6.4,Isle of Man Film
59110,0.180217,0,0,Parked,2010,10,5.6,Bórd Scannán na hÉireann
43552,0.276322,10000000,1068682,Vanishing on 7th Street,2010,83,4.8,Plum Pictures
53807,0.095018,0,0,Li Xiao Long,2010,10,6.5,Media Asia Films
64786,0.021645,0,0,Yes or No: อยากรัก ก็รักเลย,2010,13,7.8,Sahamongkol Film
46368,0.267278,3000000,0,The Rig,2010,16,4.1,OffSpring Productions
45022,0.25427,0,0,Holy Rollers,2010,17,6.1,Safehouse Pictures
50099,0.090543,0,427628,Break Ke Baad,2010,11,6.0,Kunal Kohli Productions
